1	1283
1	1290
1	1292
1	1305
1	1318
1	1319
1	1333
1	1335
1	1353
1	1356
1	1431
1	1465
1	1481
1	1536
1	1544
1	1563
1	1581
1	1585
1	1612
1	1663
1	1688
1	1710
1	2245030
1	1722
1	1759
1	1764
1	1771
1	1783
1	1809
1	1812
1	1842
1	1850
1	1859
1	1863
1	1872
1	1874
1	1876
1	1877
1	1888
1	1889
1	1897
1	1934
1	1959
1	1983
1	2008
1	2011
1	2045
1	2049
1	2063
1	2085
1	2095
1	2097
1	2101
1	2114
1	2125
1	2136
1	2138
1	2191
1	2209
1	2228
1	2251
1	2270
1	2308
1	2342
1	2348
1	2358
1	2405
1	2414
1	2416
1	2420
1	2424
1	2426
1	2427
1	2429
1	4918
1	6050
1	15830
1	15979
1	15992
1	16088
1	16116
1	16174
1	16216
1	16252
1	16317
1	16330
1	16437
1	16458
1	16521
1	16551
1	16567
1	16573
1	16590
1	16660
1	16682
1	16807
1	16808
1	16831
1	16837
1	16864
1	16908
2	1277
2	1287
2	1288
2	1312
2	1313
2	1316
2	1318
2	1337
2	1347
2	1355
2	1357
2	1366
2	1376
2	1393
2	1395
2	1423
2	1438
2	1443
2	1446
2	1451
2	1464
2	1468
2	1485
2	1488
2	1496
2	1499
2	1504
2	1509
2	1542
2	1585
2	1596
2	1597
2	1604
2	1610
2	1616
2	1617
2	1625
2	1626
2	1645
2	1650
2	1654
2	1660
2	1674
2	1679
2	1680
2	1684
2	3181728
2	1701
2	1703
2	1726
2	1736
2	1753
2	1761
2	1764
2	1842
2	1857
2	1859
2	1860
2	1863
2	1874
2	1876
2	1890
2	1891
2	1934
2	1959
2	1983
2	2008
2	2011
2	2023
2	2025
2	2061
2	2106
2	2109
2	2115
2	2116
2	2122
2	2125
2	2127
2	2131
2	2139
2	2150
2	2195
2	2209
2	2228
2	2333
2	2393
2	2398
2	2405
2	2409
2	2417
2	2427
2	2429
2	2437
2	2441
2	5997
2	5999
2	6050
2	7029
2	8861
2	9902
2	15808
3	1277
3	1284
3	1288
3	1290
3	1292
3	1295
3	1305
3	1308
3	1309
3	1313
3	1315
3	1316
3	1317
3	1318
3	1319
3	1337
3	1355
3	1357
3	1359
3	1360
3	1361
3	1372
3	1383
3	1386
3	1392
3	1393
3	1394
3	1395
3	1397
3	1408
3	1414
3	1419
3	1425
3	1434
3	1435
3	1436
3	1438
3	1442
3	1443
3	1445
3	1446
3	1449
3	1451
3	1452
3	1459
3	1464
3	1475
3	1482
3	1485
3	1487
3	1488
3	1513
3	1522
3	1526
3	1541
3	1594
3	1600
3	1604
3	1605
3	1606
3	1610
3	1616
3	1625
3	1630
3	1645
3	1647
3	1650
3	1666
3	1680
3	3181728
3	1701
3	1703
3	1712
3	1717
3	1721
3	1753
3	1758
3	1762
3	1784
3	1785
3	1786
3	1801
3	1825
3	1841
3	1850
3	1859
3	1860
3	1863
3	1876
3	1879
3	1880
3	1881
3	1882
3	1883
3	1892
3	2007
3	2022
3	2023
3	2024
3	2025
3	2047
4	1296
4	1308
4	1311
4	1326
4	1354
4	1366
4	1368
4	1373
4	1380
4	1390
4	1391
4	1397
4	1408
4	1426
4	1434
4	1435
4	1439
4	1460
4	1464
4	1467
4	1468
4	1469
4	1473
4	1474
4	1496
4	1499
4	1504
4	1535
4	1561
4	1839560
4	1590
4	1597
4	1606
4	1615
4	1622
4	1625
4	1626
4	1644
4	1649
4	1654
4	1679
4	1684
4	1688
4	3181728
4	1700
4	1701
4	1704
4	1716
4	1726
4	1762
4	1763
4	1786
4	1817
4	1824
4	1838
4	1842
4	1859
4	1889
4	1897
4	2022
4	2037
4	2047
4	2066
4	2083
4	2101
4	2103
4	2104
4	2116
4	2127
4	2134
4	2147
4	2168
4	2301
4	2310
4	2333
4	2342
4	2357
4	2367
4	2369
4	2383
4	2396
4	2398
4	2416
4	2420
4	2423
4	2429
4	2441
4	2449
4	4724
4	4909
4	4918
4	5997
4	6016
4	6026
4	6041
4	6124
4	7029
4	8389
4	8390
4	8861
4	9581
5	1283
5	1287
5	1291
5	1305
5	1319
5	1356
5	1357
5	1379
5	1385
5	1431
5	1433
5	1467
5	1483
5	1513
5	1522
5	1542
5	1578
5	1603
5	1618
5	1651
5	1658
5	1665
5	1689
5	1748
5	1809
5	1829
5	1842
5	1857
5	1862
5	1872
5	1898
5	1900
5	1959
5	2061
5	2079
5	2103
5	2104
5	2136
5	2138
5	2195
5	2218
5	2270
5	2275
5	2302
5	2328
5	2352
5	2418
5	2421
5	2426
5	2477
5	6130
5	15813
5	15845
5	16406
5	16521
5	16679
5	16834
5	16867
5	16893
5	16905
5	16908
5	16926
5	16930
5	16948
5	16950
5	16955
5	16997
5	17055
5	17101
5	17102
5	17103
5	17225
5	17262
5	17274
5	17283
5	17309
5	17347
5	17363
5	17395
5	17400
5	17410
5	17660
5	17665
5	17835
5	18058
5	18067
5	18089
5	18147
5	18157
5	18189
5	18275
5	18278
5	18337
5	18344
5	18352
5	18428
5	18432
5	18434
5	18472
5	18505
5	18570
6	1315
6	1394
6	1433
6	1536
6	1601
6	1612
6	1617
6	1688
6	1722
6	1748
6	1783
6	1872
6	1959
6	2008
6	2011
6	2037
6	2053
6	2063
6	2067
6	2097
6	2110
6	2122
6	2129
6	2138
6	2150
6	2152
6	2208
6	2260
6	2342
6	2477
6	5950
6	8390
6	15846
6	15913
6	16037
6	16637
6	16679
6	16723
6	16893
6	16994
6	17100
6	17244
6	17259
6	17463
6	17642
6	17666
6	17821
6	17930
6	18084
6	18099
6	18147
6	18198
6	18278
6	18331
6	18505
6	18597
6	18604
6	18627
6	18656
6	18785
6	18794
6	18801
6	18803
6	19047
6	19177
6	19421
6	19422
6	19429
6	19458
6	19549
6	19883
6	20069
6	20237
6	20357
6	20532
6	20578
6	20858
6	20911
6	21259
6	21394
6	21397
6	21409
6	21597
6	21829
6	21850
6	21937
6	22097
6	22150
6	22184
6	22209
6	22212
6	22240
6	22469
6	22716
6	22740
6	22766
6	22844
6	23128
6	23428
6	23543
6	23642
7	1290
7	1294
7	1295
7	1296
7	1319
7	1360
7	1366
7	1419
7	1420
7	1474
7	1544
7	1577
7	1596
7	1616
7	1649
7	1650
7	1761
7	1777
7	1889
7	2011
7	2103
7	2358
7	2417
7	5950
7	6008
7	9581
7	15866
7	15971
7	15992
7	16174
7	16248
7	16326
7	16464
7	16740
7	16828
7	16864
7	16886
7	16905
7	17151
7	17262
7	17279
7	17546
7	17575
7	17717
7	17721
7	18031
7	18089
7	18177
7	18218
7	18309
7	18315
7	18317
7	18331
7	18585
7	18618
7	18627
7	18645
7	18753
7	18758
7	18762
7	18801
7	18803
7	18814
7	18953
7	19350
7	19356
7	19509
7	19715
7	19736
7	20237
7	20419
7	20801
7	21241
7	21331
7	21493
7	21520
7	21629
7	21683
7	22105
7	22638
7	22880
7	22977
7	22993
7	23353
7	23543
7	23642
7	23813
7	23816
7	23817
7	23822
7	23829
7	23851
7	23866
7	23957
7	23964
7	24159
7	24169
7	24357
7	24561
7	24644
7	25231
8	1399
8	1481
8	1513
8	1615
8	1736
8	1759
8	1959
8	2063
8	2096
8	2191
8	2309
8	2390
8	2414
8	6054
8	15845
8	15851
8	17748
8	17814
8	18452
8	18526
8	20309
8	20419
8	20747
8	21316
8	21597
8	22708
8	25736
8	27567
8	27730
8	27808
8	27896
8	28006
8	28075
8	28533
8	28745
8	30485
8	31663
8	33120
8	34608
8	34624
8	35399
8	36339
8	36342
8	36344
8	36378
8	36443
8	37021
8	37051
8	37066
8	37075
8	37093
8	37127
8	37131
8	37157
8	37216
8	37229
8	37331
8	37402
8	37418
8	38085
8	38128
8	38379
8	38642
8	40149
8	40595
8	41370
8	43190
8	46022
8	46310
8	47407
8	47457
8	47600
8	47603
8	48096
8	51226
8	55450
8	56160
8	59292
8	63342
8	63365
8	64296
8	65404
8	66062
8	66702
8	66728
8	66773
8	67487
8	67600
8	68075
8	68103
8	68104
8	68107
8	69039
8	69040
8	69044
8	71169
8	71715
8	71881
8	71962
8	71998
8	72014
9	1302
9	1315
9	1344
9	1353
9	1366
9	1379
9	1390
9	1402
9	1414
9	1438
9	1526
9	1581
9	1600
9	1603
9	1649
9	1688
9	1736
9	1746
9	1783
9	1842
9	1857
9	2008
9	2047
9	2068
9	2127
9	2195
9	2206
9	2209
9	15813
9	15851
9	16228
9	16413
9	16542
9	16796
9	16867
9	17205
9	17548
9	17552
9	17570
9	17704
9	17748
9	17787
9	17835
9	17895
9	17928
9	18018
9	18031
9	18058
9	18134
9	18944
9	19182
9	19966
9	20086
9	20818
9	20836
9	21853
9	22156
9	22708
9	24237
9	24801
9	24879
9	24988
9	26856
9	27517
9	27981
9	28337
9	28376
9	29012
9	29064
9	29398
9	29722
9	29978
9	30368
9	30536
9	30835
9	31430
9	31476
9	31582
9	32008
9	32013
9	32022
9	32113
9	32138
9	32160
9	32192
9	33426
9	33688
9	33716
9	34544
9	34606
9	34691
9	35736
9	36220
9	36442
9	36456
9	36592
9	36596
9	36608
9	37021
9	37051
9	37103
10	1291
10	1319
10	1330
10	1333
10	1347
10	1355
10	1356
10	1357
10	1383
10	1386
10	1391
10	1394
10	1398
10	1420
10	1423
10	1433
10	1452
10	1459
10	1496
10	1501
10	1535
10	1585
10	1597
10	1606
10	1617
10	1618
10	1647
10	1651
10	1665
10	1689
10	1729
10	1803
10	1862
10	1863
10	1891
10	2269346
10	1959
10	2061
10	1887115
10	2195
10	2264
10	2270
10	2275
10	2355
10	2389
10	2401
10	2418
10	2477
